Cote,Titre,Auteur,Editeur,Lieu,Annee,Nb pages,Matière,Inventaire
101.9/42,Invitation à la philosophie marxiste,JOUARY Jean-paul. SPIRE Arnaud,Sociales,Paris,1983,196,Personne et conception du philosophie,FSR_14356
101.9/43,L'intrigue philosophique : essai sur l'euthydème de Platon,CANTO Monique,Les Belles Lettres,Paris,1987,330,Personne et conception du philosophe,FSR_20785
101.9/45,Raison et existence,JASPERS Karl,Pug,Grenoble,1978,148,Personne et conception du philosophe,FSR_15088
101.9/46,Aristote : le philosophe,ALLAN Donald,Nauwelaerts,Louvain,1962,248,Personne et conception du philosophe,FSR_15037
101.9/47,Gibran Khalil Gibran l'homme et sa pensée philosophique,EL-YAMMOUNI Joseph,De l'Aire,Lausanne,1982,216,Personne et conception du philosophe,FSR_15030
101.9/48,Qu'est-ce que penser? ,LEFEBVRE Henri,Publisud,Paris,1985,172,Personne et conception du philosophe,FSR_14838
101.9/49,"Emmanuel Kant, une vie",GOULYGA Arsenu,Aubier,Paris,1985,352,Personne et conception du philosophe,FSR_15956
101.9/50,Etudes sur Avicenne,JOLIVET Jean. RASHED Roshdi,Les Belles Lettres,Paris,1984,152,personne et conception du philosophe,FSR_15278
101.9/50bis,Etudes sur Avicenne,JOLIVET Jean,Les Belles Lettres,Paris,1984,152,Personne et conception du philosophe,FSR_19268
101.9/51,Kant et l'académie de Berlin,HOLZ Fridbert,Peter Lang,Berne,1981,414,Personne et conception du philosophe,FSR_6839
101.9/52,Approches de Rogner Caillots,AUTIE Dominique,Privat,Toulouse,1983,164,Personne et conception du philosophe,FSR_15054
101.9/53,Dialogue avec Heidegger : le chemin de Heidegger,BEAUFRET Jean,Minuit,Paris,1985,136,Personne et conception du philosophe,FSR_14940
101.9/54,"Kant, et le kantisme",LACROIX Jean,Puf,Paris,1977,128,Philosophie,FSR_1910
101.9/55,Marx,LEFEBVRE Henri,Bordas,Paris,1985,284,Philosophie,FSR_15527
101.9/56,Hegel,GARAUDY Roger,Bordas,Paris,1985,208,Philosophie,FSR_15507
101.9/57,"Alexander Kojève : la philosophie, l'état, la fin de l'histoire",AUFFRET Dominique,B. Grasset,Paris,1990,458,Personne et conception du philosophe,FSR_21189
101.9/57bis,"Alexander Kojève: la philosophie, l'état, la fin de l'histoire",AUFFRET Dominique,Grasset/Fasquelle,Paris,1990,458,Personne et conception du philosophe,FSR_22327
101.9/58,Kant,PASCAL Georges,Bordas,Paris,1985,200,Philosophie,FSR_15528
101.9/58bis,Kant,PASCAL Georges,Bordas,Paris,1985,200,Philosophie,FSR_19410
101.9/59,Bergson,MEYER François,Bordas,Paris,1985,128,Philosophie,FSR_15506
101.9/59bis,Bergson,MEYER François,Bordas,Paris,1985,128,Philosophie,FSR_19411
101.9/60,"Proudhon, Marx et la pensée allemande",HAUBTMANN Pierre,Pug,Grenoble,1981,316,Philosophie,FSR_11083
101.9/60bis,"Proudhon, Marx et la pensée allemande",HAUBTMANN Pierre,Pug,Grenoble,1981,320,Philosophie,FSR_23887
101.9/61,Les philosophes classiques du XIXè siècle en France,TAINE Hippolyte,Slakine,Genève,1979,382,Philosophie,FSR_15336
101.9/62,Gaston Bachelard ou la conversion à l'imaginaire,GAGEY Jacques,Rivière,Paris,1969,308,Philosophie,FSR_15499
101.9/63,L'idée de vie chez Bergson: et la critique de la métaphysique,TROTIGNON Pierre,Puf,Paris,1968,636,Personne et conception du philosophe,FSR_15436
101.9/64,Spinoza et ses contemporains,BRUNSCHVICG Léon,Puf,Paris,1971,312,Personne et conception du philosophe,FSR_15452
101.9/64bis,Spinoza et ses contemporains,BRUNSCHIVICG Léon,Puf,Paris,1951,312,Personne et conception du philosophe,FSR_19135
101.9/66,Les structures de l'imaginaire dans la philosophie de Proclus,MOUTSOPOULOS Evanghé,Les Belles Lettres,Paris,1985,320,Personne et conception du philosophe,FSR_16311
101.9/66bis,Les structures de l'imaginaire dans la philosophie de Proclus,MOUTSOPOULOS Evanghé,Les Belles Lettres,Paris,1985,320,Personne et conception du philosophe,FSR_19233
101.9/67,L'art de comprendre: herméneutique et tradition philosophique,GADAMER Hans-Georges,Aubier,Paris,1982,304,Personne et conception du philosophe,FSR_15632
101.9/68,Henry Corbin,JAMBET Christian S/S.DIR,L'Herne,Paris,1981,362,Personne et conception du philosophe,FSR_16596
101.9/69,La philosophie d'Avicenne: et son influence en Europe médiévale,GOICHON A.-M,Maisonneuve,Paris,1971,138,Personne et conception du philosophe,FSR_16610
101.9/70,"Le livre de science : science naturelle, mathématiques. t2",AVICENNE,Les Belles Lettres,Paris,1986,262,Personne et conception du philosophe,FSR_16634
101.9/70bis,"Le livre de science : science naturelle, mathématiques. t2",AVICENNE,Les Belles Lettres,Paris,1986,262,Personne et conception du philosophe,FSR_16914
101.9/71,La pensée de Ghazali,WENSINCK A. J,Lao,Paris,1940,206,Personne et conception du philosophe,FSR_16613
101.9/72,Sartre et  les temps modernes  : une entreprise intellectuelle.,BOSCHETTI Anna,Minuit,Paris,1985,328,Personne et conception du philosophe,FSR_16216
101.9/73,La métaphysique du shifà,AVICENNE,Vrin,Paris,1978,382,Personne te conception du philosophe,FSR_16602
101.9/74,La pensée religieuse d'Avicenne ( Ibn Sina ),GARDET Louis,Vrin,Paris,1951,235,Philosophie,FSR_7509
101.9/74bis,La pensée religieuse d'Avicenne (Ibn Sina),GARDET Louis,Vrin,Paris,1951,242,Personne et conception du philosophe,FSR_16601
101.9/75,Théorie d'Ibn Rochd ( Averroès ): sur les rapports de la religion et de la philosophie,GAUTHIER Léon,Vrin,Paris,1983,195,Personne et conception du philosophe,FSR_16983
101.9/76,La politique,ARISTOTE,Vrin,Paris,1982,599,Personne et conception du philosophe,FSR_14276
101.9/76bis,La politique,ARISTOTE,Vrin,Paris,1987,600,Philosophie,FSR_19581
101.9/77,Hegel et la philosophie du droit,  ,Puf,Paris,1979,157,Personne et conception du philosophe,FSR_14090
101.9/78,Fondement du droit naturel selon les principes de la doctrine de la science (1796-1797),FICHTE J.G,Puf,Paris,1984,424,Personne et conception du philosophe,FSR_15028
101.9/78bis,Fondement du droit naturel selon  les principes de la doctrine de la science (1796-1797),FICHTE J.P,Puf,Paris,1984,418,Personne et conception du philosophe,FSR_17559
101.9/79,Le système de l'éthique selon les principes de la doctrine de la science,FICHTE J.G,Puf,Paris,1986,381,Personne et conception du philosophe,FSR_17560
101.9/80,Heidegger: anatomie d'un scandale,FEDIER François,R. Laffont,Paris,1988,248,Personne et conception du philosophe,FSR_21137
101.9/81,Fondements d'une théorie de la justice: essais critiques sur la philosophie politique de John Rawls,LADRIERE Jean (s/s dir),Inst. sup. philosophie,Lorwain,1984,278,Personne et conception du philosophe,FSR_16331
101.9/82,Bas-fonds et profondeur: essai sur la philosophie de Gustave Thibon,PASQUA Hervé,Klincksieck,Paris,1985,211,Personne et conception du philosophe,FSR_16820
101.9/83,Marcuse et la critique de la civilisation américaine,AMBACHER Michel,Aubier/Montaigne,Paris,1969,134,Personne et conception du philosophe,FSR_16749
101.9/84,Comte,DELEUZE Gilles,Minuit,Paris,1986,144,Conception du philosophe,FSR_17198
101.9/85t1,La société ouverte et ses ennemis: l'ascendant de Platon. t1,POPPER Karl Raymund,Seuil,Paris,1979,264,Conception du philosophe,FSR_16244
101.9/86t2,La société ouverte et ses ennemis: Hegel et Marx. t2,POPPER Karl Raymund,Seuil,Paris,1979,256,Conceptions des philosophes,FSR_15136
101.9/87,L'ontologie politique de Martin Heidegger,BOURDIEU Pierre,Minuit,Paris,1988,125,Philosophie,FSR_18703
101.9/88,Descartes c'est la France,GLUCKSMANN André,Flammarion,Paris,1987,300,Philosophie,FSR_18698
101.9/89,Heidegger et les modernes,FERRY LUC,Grasset,Paris,1988,238,Conception du philosophe,FSR_18865
101.9/90,Situation de l'homme et histoire de la philosophie dans l'oeuvre de Karl Jaspers,PAUL Jean-Marie,Pun,Nancy,1986,262,Personne et conception du philosophe,FSR_18287
101.9/91,Descartes le scandaleux,DAVIDENKO Dimitri,R. Laffont,Paris,1988,312,Personne et conception du philosophe,FSR_18691
101.9/92t1,Ecrits de la philosophie première: doctrine de la science 1801-1802 et textes annexes. t1,FICHTE J.G,Vrin,Paris,1987,198,personne et conception du philosophe,FSR_18962
101.9/92t2,Ecrits de la philosophie première: doctrine de la science 1801-1802 et textes annexes. t2,FICHTE J.G,Vrin,Paris,1987,232,Personne et conception du philosophe,FSR_18963
101.9/93,Hobbes: état et droit,RANGEON François,J.E. Hallier/A. Michel,Paris,1982,216,Conception de philosophe,FSR_19226
101.9/94,Jean-jacques Rousseau: la transparence et l'obstacle (suivi de sept essais sur Rousseau),STAROBINSKI Jean,Gallimard,Paris,1971,462,Personne et conception du philosophe,FSR_19103
101.9/95,L'oeuvre de Berkeley,DUBOIS Pierre,Vrin,Paris,1985,160,Personne et conception du philosophe,FSR_19114
101.9/96,Bergson et les niveaux de réalité,MOURELOS Georges,Puf,Paris,1964,258,Personne et conception du philosophe,FSR_19118
101.9/97,La pensée de Maine de Biran,HALDA Bernard,Bordas,Paris,1970,192,Personne et conception du philosophie,FSR_19419
101.9/98,Descartes,PASCAL Georges,Bordas,Paris,1986,128,Personne et conception du philosophe,FSR_19416
101.9/99,Platon,MANON Simone,Bordas,Paris,1986,192,Personne et conception du philosophe,FSR_19412
101/01,La logique des orientaux: Henri Corbin et la science des formes,JAMBET Christian,Seuil,Paris,1983,319,Philosophie,FSR_10734
101/02,Histoire de la philosophie en Islam : les philosophes théologiens,BADAWI Abdurrahman,Vrin,Paris,1972,381,"Nature, domaine, méthode",FSR_11287
101/03,Histoire de la philosophie en Islam. II : les philosophes purs,BADAWI Abdurrahman,Vrin,Paris,1972,870,"Nature, domaine, méthode",FSR_11288
111_03/01,Athènes et Jérusalem: un essai de philosophie religieuse,CHESTOV Léon,Flammarion,Paris,1967,349,"Philosophie, métaphysique",FSR_6455
111_03/02,La philosophie de la tragédie: sur les confins de la vie,CHESTOV Léon,Flammarion,Paris,1966,356,"Philosophie, métaphysique",FSR_6453
111_03/03,Sur la balance de job: pérégrinations à travers les âmes,CHESTOV Léon,Flammarion,Paris,1971,361,"Philosophie, métaphysique",FSR_6456
111_03/04,Le pouvoir des clefs,CHESTOV Léon,Flammarion,Paris,1967,316,"Philosophie, métaphysique",FSR_6454
111_20/05,History of creation,LUDENDORFF Mathilde,Verlag Hohe Warte,Berlin,1977,119,Métaphysique,FSR_4425
111.1/01,Le problème de l'être chez Aristote : essai sur la problématique aristotélicienne,AUBENQUE Pierre,Puf,Paris,1977,508,Analyse de la notion de l'être,FSR_13221
111.1/01bis,Le problème de l'être chez Aristote : essai sur la problématique aristotélicienne,AUBENQUE Pierre,Puf,Paris,1962,552,Analyse de la notion de l'être,FSR_19580
111.1/02,Constantes philosophiques de l'être,GILSON Etienne,L.p.j.v,Paris,1983,256,Analyse de la notion de l'être,FSR_15096
111.1/03,Introduction à une philosophie de l'homme,TEXIER Roger,Chronique sociale,Lyon,1985,168,Analyse de la notion de l'être,FSR_15519
111.1/04,L'individu et sa genèse physico-biologique,SIMONDON Gilbert,Puf,Paris,1964,304,Métaphysique. ontologie,FSR_15437
111.7/01,L'être et l'esprit,BRUAIRE Claude,Puf,Paris,1983,208,"Philosophie: être, esprit",FSR_21996
111/06,Le système du savoir: textes choisis,HAMELIN,Puf,Paris,1956,232,Métaphysique,FSR_7249
111/07,Cinq épîtres,AL-KINDI,Cnrs,Paris,1976,99,Métaphysique,FSR_6666
111/08,Kant et le problème de la métaphysique,HEIDEGGER Martin,Gallimard,Paris,1953,308,Métaphysique. ontologie,FSR_9033
111/08bis,Kant et le problème de la métaphysique,HEIDEGGER Martin,Gallimard,Paris,1953,310,Métaphysique. ontologie,FSR_19330
111/09,Nietzsche et la question politique,GOYARD. FABRE Simone,Sirey,Paris,1977,198,métaphysique. ontologie,FSR_9189
111/10,Le jeu comme symbole du monde,FINK EUGEN,Minuit,Paris,1966,246,métaphysique. ontologie,FSR_9682
111/13,Leibniz: metaphysics and philosophy of science,WOOLHOUSE R,Oxford univ. Press,New york,1981,182,Métaphysique,FSR_10974
111/11,La philosophie religieuse de Kant,BRUCH Jean-Louis,Montaigne,Paris,1968,217,Métaphysique,FSR_9447
111/11bis,La philosophie religieuse de Kant,BRUCH Jean-Louis,Montaigne,Paris,1968,284,Philosophie religieuse,FSR_19142
111/12,Le Dieu de la métaphysique moderne,SCHULZ Walter,Cnrs,Paris,1978,155,Métaphysique,FSR_9350
111/14,Ontologie du secret,BOUTANG Pierre,Puf,Paris,1973,523,Ontologie,FSR_13175
111/15,What is existence? ,WILLIAMS C.J.F,Clarendon Press,Oxford,1981,364,Existentialisme,FSR_8917
111/16,What is existence? ,WILLIAMS C.J.F,Clarendon Press,Oxford,1981,359,Existentialisme,FSR_10971
111/17,La métaphysique à la limite: cinq études sur Heideger,JANICAUD Dominique. MATTEI Jean-François,Puf,Paris,1983,221,Métaphysique. ontologie,FSR_13524
111/18,Descartes: textes et débats,RODIS-LEWIS Geneviève,Lgf,Paris,1984,669,Métaphysique. ontologie,FSR_13707
111/19,"Sur la théologie blanche de Descartes: analogie, création des vérités éternelles et fondement",MARION Jean-Luc,Puf,Paris,1981,488,Métaphysique. ontologie,FSR_14365
111/20,Lumière et mouvement de l'esprit,MALEBRANCHE Nicolas,Puf,Paris,1962,231,Métaphysique. ontologie,FSR_13240
111/21,Philosophie et phénoménologie du corps: essai sur l'ontologie biranienne,HENRY Michel,Puf,Paris,1965,212,Philosophie: ontologie,FSR_15440
111/22,La pensée et le réel,DELHOMME Jeanne,Puf,Paris,1967,156,Philosophie: critique de l'onthologie,FSR_15445
111/23,La pensée interrogative,DELHOMME Jeanne,Puf,Paris,1954,216,Philosophie,FSR_15444
111/24,La philosophie de la vie au XVIIIè siècle,CALLOT Emile,Rivière,Paris,1965,440,Philosophie de la vie,FSR_15326
111/25t1,L'essence de la manifestation. t1,HENRY Michel,Puf,Paris,1963,476,Métaphysique. ontologie,FSR_15438
111/25t2,L'essence de la manifestation. t2,HENRY Michel,Puf,Paris,1963,908,Métaphysique. ontologie,FSR_15439
111/26,Les individus: essai de métaphysique descriptive,STRAWSON P.F,Seuil,Paris,1973,290,Métaphysique.  ontologie,FSR_15415
111/27,Dieu et la destinée de l'homme,GARDET Louis,Vrin,Paris,1967,528,"Métaphysique, ontologie",FSR_16988
111/28,L'au-delà,GREGOIRE François,Puf,Paris,1977,128,"Philosophie, métaphysique",FSR_1525
111/29,L'être et les êtres : essai d'ontologie concrète et intégrale,BLONDEL Maurice,Puf,Paris,1963,532,Ontologie,FSR_17472
111/30,La logique de Hegel et les problèmes traditionnels de l'ontologie,DOZ André,Vrin,Paris,1987,328,Ontologie,FSR_18663
111/30bis,La logique de Hegel et les problèmes traditionnels de l'ontologie,DOZ André,Vrin,Paris,1987,328,Ontologie,FSR_18929
111/31,Ontologie du secret,BOUTANG Pierre,Puf,Paris,1973,528,Ontologie,FSR_18927
111/32,Méditations métaphysiques,DESCARTES René,Puf,Paris,1956,316,Métaphysique,FSR_19048
111/33,La décision métaphysique de Hobbes: conditions de la politique,ZARKA Yves Charles,Vrin,Paris,1987,408,Métaphysique et politique,FSR_18967
111/34,Méditations métaphysiques,DESCARTES René,Nathan,Paris,1983,128,Métaphysique,FSR_19398
111/35,Analyse génétique de la métaphysique d'Aristote,DUMOULIN Bertrand,Bellarmin,Montréal,1986,464,Métaphysique,FSR_20778
111/36,Qu'est-ce qu'une chose? ,HEIDEGGER Martin,Gallimard,Paris,1988,266,Métaphysique: questions fondamentales,FSR_20679
111/37,Métaphysique et sémantique: (la signification analogique des termes dans les principes métaphysiques),PINCHARD Bruno,Vrin,Paris,1987,188,Métaphysique: sémantique,FSR_20716
111/38,"L'infini, l'univers et les mondes",BRUNO Giordano,Berg,Paris,1987,178,Ontologie,FSR_21142
111/39t1,"Théologie platonicienne de l'immortalité des âmes  t.I, livres I-VII",FICIN Marsile,Les Belles Lettres,Paris,1964,340,Ontologie: âme,FSR_21816
111/39t2,Théologie platonicienne de l'immortalité des âmes. t2. livres IX-XIv,FICIN Marsile,Les Belles Lettres,Paris,1964,303,Ontologie: âme,FSR_21817
111/40,Traité de l'âme,ARISTOTE,Vrin,Paris,1985,586,Ontologie: âme,FSR_21843
111/41,"La décision du sens: le livre gamma de la métaphysique d'Aristote, introduction, textes traduction et commentaire",CASSIN Barbara. NARCY Michel,Vrin,Paris,1989,300,Métaphysique: Aristote,FSR_21719
111/42,Lectures de l'ontologie fondamentale: essais sur Heidegger,TAMINIAUX Jacques,Millon,Grenoble,1989,304,Ontologie: Heidegger,FSR_23067
111/43,La métaphysique du sexe,EVOLA Julius,L'Age de l'Homme,Suisse,1989,372,Métaphysique: sexe et relations entre les sexes,FSR_22232
111/45,Kant et la fondation architectonique de la métaphysique,PIEROBON Frank,Millon,Grenoble,1990,488,Métaphysique : Kant,FSR_24039
113_20/06,Nature: historical words worthian and modern-a study in perspective,MUMAYIZ Ibrahim,Al Mustansiriyah,Baghdad,1977,380,Philosophie de la nature,FSR_4417
113_20/07,Nature: historical words worthian and modern-a study in perspective,MUMAYIZ Ibrahim,Al Mustansiriyah,Baghdad,1977,380,Philosophie de la nature,FSR_4416
113/01,Le phénomène humain,TEILHARD De Chardin,Seuil,Paris,1955,318,Philosophie de la nature,FSR_1638
113/02,Le hasard et la nécessité: essai sur la philosophie naturelle de la biologie moderne,MONOD Jacques,Seuil,Paris,1970,249,Philosophie de la nature,FSR_1624
113/03,Le monde comme volonté et comme représentation,SCHOPENHAUER Arthur,Puf,Paris,1978,1434,Philosophie de la nature,FSR_7242
113/04,L'évolution créatrice,BERGSON Henri,Puf,Paris,1969,372,Philosophie de la nature,FSR_1619
113/05,Les métaphores de l'organisme,SCHLANGER Judith,Vrin,Paris,1971,269,Philosophie de la nature,FSR_2283
113/08,Les philosophies de la nature,AMBACHER Michel,Puf,Paris,1974,128,Philosophie de la nature,FSR_1907
113/09,Essai sur l'histoire humaine de la nature,MOSCOVICI Serge,Flammarion,Paris,1977,569,Philosophie de la nature,FSR_9034
113/10,Le savoir romantique de la nature,GUSDORF Georges,Payot,Paris,1985,348,Philosophie de la nature,FSR_19206
113/11,Principes classiques d'interprétation de la nature,LARGEAULT Jean,Vrin,Paris,1988,440,Philosophie de la nature,FSR_20682
113/119/01,"L'éther, Dieu et le diable",REICH Wilhelm,Payot,Paris,1973,224,Philosophie de la nature,FSR_16121
113/12,Différence de la philosophie de la nature chez Démocrite et Epicure,MARX Karl,Ducros,Paris,1970,372,Philosophie de la nature,FSR_21814
114/02,La terre ne se meut pas: recherches fondamentales sur l'origine phénoménologiques de la spatialité de la nature,HUSSERL Edmund,Minuit,Paris,1989,96,"Philosophie: espace, terre",FSR_21723
114/1,La production de l'espace,LEFEBVRE Henri,Anthropos,Paris,1974,488,Philosophie de l'espace,FSR_14194
115/01,Le temps et les philosophies,  ,Payot,Paris,1978,248,Philosophie de la nature (temps),FSR_5874
115/02,Les cultures et le temps,  ,Payot,Paris,1975,276,Philosophie de la nature (temps),FSR_5863
115/03,Le désir d'éternité,ALQUIE Ferdinand,Puf,Paris,1943,160,Temps: éternité,FSR_19455
116/01,The philosophy of action,WHITE Alan,Oup,Oxford,1968,165,Mouvement mobile. action transitive,FSR_9801
118/119/02,Le surnaturel et la nature dans la mentalité primitive,LEVY-BRUHL Lucien,Puf,Paris,1931,528,La philosophie de la nature,FSR_17454
11-janv,Introduction à la métaphysique,HEIDEGGER Martin,Gallimard,Paris,1952,227,Métaphysique,FSR_11781
