Cote,Titre,Auteur,Editeur,Lieu,Annee,Nb pages,Matière,Inventaire
297.2/33,تهديب التهديب. المجلد الحادي عشر,"ابن حجر العسقلاني, أبو الفضل أحمد بن علي",دار الفكر,بيروت,1968.0,453,الحديث,FSR_4837
297.212/10,عوالي الإمام مسلم,"ابن حجر العسقلاني, أحمد بن علي",الدار التونسية,تونس,1973.0,261,حديث مسلم,FSR_4783
297.26/03,الإصابة في تمييز الصحابة وبديله الإستيعاب في معرفة الأصحاب لابن عبد البر النمري القرطبي. المجلد الأول : الجزء الأول والجزء الثاني,"ابن حجر العسقلاني, شهاب الدين أبو الفضل أحمد بن علي",مكتبة الكليات الأزهرية,القاهرة,1968.0,632,الحديث : الرواة,FSR_496
297.26/04,الإصابة في تمييز الصحابة وبديله الإستيعاب في معرفة الأصحاب لابن عبد البر النمري القرطبي. المجلد الثاني : الجزء الثالث والرابع,"ابن حجر العسقلاني, شهاب الدين أبو الفضل أحمد بن علي",مكتبة الكليات الأزهرية,القاهرة,1970.0,640,الحديث : الرواة,FSR_497
297.26/05,الإصابة في تمييز الصحابة وبذيله الإستيعاب في معرفة الأصحاب لابن عبد البر النمري القرطبي. المجلد الثالث : الجزء الخامس والسادس,"ابن حجر العسقلاني, شهاب الدين أبو الفضل أحمد بن علي",مكتبة الكليات الأزهرية,القاهرة,1976.0,752,الحديث : الرواة,FSR_498
297.26/06,الإصابة في تمييز الصحابة وبذيله الإستيعاب في معرفة الأصحاب لابن عبد البر النمري القرطبي. المجلد الرابع: الجزء السابع والثامن,"ابن حجر العسقلاني, شهاب الدين أبو الفضل أحمد بن علي",مكتبة الكليات الأزهرية,القاهرة,1977.0,692,الحديث : الرواة,FSR_499
297.26/07,الإصابة في تمييز الصحابة وبذيله الإستيعاب في معرفة الأصحاب لابن عبد البر النمري القرطبي. المجلد الخامس: الجزء التاسع والعاشر,"ابن حجر العسقلاني, شهاب الدين أبو الفضل أحمد بن علي",مكتبة الكليات الأزهرية,القاهرة,1976.0,736,الحديث : الرواة,FSR_500
297.26/08,الإصابة في تمييز الصحابة وبذيله الإستيعاب في معرفة الأصحاب لابن عبد البر النمري القرطبي. المجلد السادس: الجزء الحادي عشر والثاني عشر والثالث عشر,"ابن حجر العسقلاني, شهاب الدين أبو الفضل أحمد بن علي",مكتبة الكليات الأزهرية,القاهرة,1976.0,966,الحديث : الرواة,FSR_501
297.484/02 ج2,الزواجر عن اقتراف الكبائر,"ابن حجر الهيتمي, أبو العباس أحمد بن محمد",دار الكتاب العلمية,بيروت,1987.0,441,الكبائر,FSR_20186
297.41/38,المنهاج القويم,"ابن حجر الهيثمي, شهاب الدين أحمد",مؤسسة علوم القرآن,دمشق - بيروت,1978.0,467,الفقه الإسلامي,FSR_4801
297.2/23,تهذيب التهذيب. المجلد الأول,"ابن حجرالعسقلاني, أبو الفضل أحمد بن علي",دار الفكر,بيروت,1968.0,516,الحديث,FSR_4827
82-1/81,ديوان الصبابة,"ابن حجله, شهاب الدين أحمد",دار ومكتبة الهلال,بيروت,1984.0,270,ديوان شعري,FSR_21002
82-1_أن/06,طوق الحمامة في الألفة والالاف,"ابن حزم الأندلسي, أبو محمد علي بن أحمد",منشورات دار مكتبة الحياة,بيروت,1975.0,336,الأدب الأندلسي,FSR_5367
297.8/10 م1,الفصل في الملل والأهواء والنحل. وبهامشه الملل والنحل للشهرستاني. الجزء الأول والتاني,"ابن حزم, أبو محمد علي بن أحمد",دار المعرفة,بيروت,1975.0,196,الفرق والطوائف الإسلامية,FSR_4217
297.8/10 م2,الفصل في الملل والأهواء والنحل. وبهامشه الملل والنحل للشهرستاني. الجزء الثالث,"ابن حزم, أبو محمد علي بن أحمد",دار المعرفة,بيروت,1975.0,266,الفرق والطوائف الإسلامية,FSR_4218
297.8/10 م3,الفصل في الملل والأهواء والنحل وبهامشه االملل والنحل للشهرستاني. الجزء الرابع والخامس,"ابن حزم, أبو محمد علي بن أحمد",دار المعرفة,بيروت,1975.0,372,الفرق والطوائف الإسلامية,FSR_4219
297.41/33,الإحكام في أصول الأحكام. المجلد الأول,"ابن حزم, أبو محمد علي بن أحمد بن سعيد",دار الآفاق الجديدة,بيروت,1980.0,240,الفقه الإسلامي,FSR_7029
297.41/34,الإحكام في أصول الأحكام. المجلد الثاني,"ابن حزم, أبو محمد علي بن أحمد بن سعيد",دار الآفاق الجديدة,بيروت,1980.0,152,الفقه الإسلامي,FSR_7030
297.915/03,الأخلاق والسير في مداواة النفوس,"ابن حزم, أبو محمد علي بن أحمد بن سعيد",دار الآفاق الجديدة,بيروت,1978.0,96,"الآداب, الأخلاق والفضيلة في الإسلام",FSR_621
82-6/01 ج1,رسائل ابن حزم الأندلسي,"ابن حزم, الأندلسي",المؤسسة العربية للدراسات والنشر,بيروت,1980.0,481,الرسائل,FSR_7885
82-6/02 ج2,رسائل ابن حزم الأندلسي,"ابن حزم, الأندلسي",المؤسسة العربية للدراسات والنشر,بيروت,1980.0,352,الرسائل,FSR_9577
82-6/03 ج3,رسائل ابن حزم الأندلسي,"ابن حزم, الأندلسي",المؤسسة العربية للدراسات والنشر,بيروت,1980.0,290,الرسائل,FSR_9578
82-1/77,عطر واحد للموتى,"ابن حسن, باسط",دار توبقال للنشر,الدار البيضاء,1989.0,58,ديوان شعري,FSR_20981
82-84/11,التذكرة الحمدونية,"ابن حمدون, محمد بن الحسن بن محمد بن علي",معهد الإنماء,بيروت,1983.0,518,الأمثال والحكم,FSR_15888
371/19,دليل توصيات: إجتماعات وحلقات وندوات المنظمة العربية للتربية والتقافة والعلوم. الجزء الثاني 1977 - 1980,"ابن حميس, محمد الهادي",المنظمة العربية للتربية والتقافة والعلوم,تونس,1981.0,348,التربية والتعليم,FSR_12621
297.24/01,مسند الإمام أحمد بن حنبل وبهامشه منتخب كنز العمال في سنن الأقوال والأفعال. المجلد الأول,"ابن حنبل, أحمد",المكتب الإسلامي,بيروت,1978.0,469,الحديث : أسانيد,FSR_10792
297.24/02,مسند الإمام أحمد بن حنبل وبهامشه منتخب كنز العمال في سنن الأقوال والأفعال. المجلد الثاني,"ابن حنبل, أحمد",المكتب الإسلامي,بيروت,1978.0,548,الحديث : أسانيد,FSR_10793
297.24/03,مسند الإمام أحمد بن حنبل وبهامشه منتخب كنز العمال في سنن الأقوال والأفعال. المجلد الثالث,"ابن حنبل, أحمد",المكتب الإسلامي,بيروت,1978.0,519,الحديث : أسانيد,FSR_10794
297.24/04,مسند الإمام أحمد بن حنبل وبهامشه منتخب كنز العمال في سنن الأقوال والأفعال. المجلد الرابع,"ابن حنبل, أحمد",المكتب الإسلامي,بيروت,1978.0,463,الحديث : أسانيد,FSR_10795
297.24/05,مسند الإمام أحمد بن حنبل وبهامشه منتخب كنز العمال في سنن الأقوال والأفعال. المجلد الخامس,"ابن حنبل, أحمد",المكتب الإسلامي,بيروت,1978.0,472,الحديث : أسانيد,FSR_10796
297.24/06,مسند الإمام أحمد بن حنبل وبهامشه منتخب كنز العمال في سنن الأقوال والأفعال. المجلد السادس,"ابن حنبل, أحمد",المكتب الإسلامي,بيروت,1978.0,475,الحديث : أسانيد,FSR_10797
911/07,كتاب صورة الأرض,"ابن حوقل, أبو القاسم النصيبي",منشورات دار مكتبة الحياة,بيروت,1979.0,432,الجغرافية العامة,FSR_7944
93_468.1/03,المقتبس في أخبار بلد الأندلس,ابن حيان,دار الثقافة,بيروت,1983.0,326,تاريخ الأندلس,FSR_23024
297.821.4/01 ج1,دعائم الإسلام وذكر الحلال والحرام والقضايا والأحكام عن أهل بيت رسول الله عليهم أفضل السلام,"ابن حيون التميمي, أبو حنيفة النعمان",دار المعارف,مصر,1969.0,462,الفاطمية: العبادات والمعاملات,FSR_4681
297.821.4/01 ج2,دعائم الإسلام وذكر الحلال والحرام والقضايا والأحكام عن أهل بيت رسول الله عليهم أفضل السلام,"ابن حيون التميمي, أبو حنيفة النعمان",دار المعارف,مصر,1965.0,608,الفاطمية : العبادات والمعاملات,FSR_4682
297.22/22,صحيح ابن خزيمة. الجزء الأول,"ابن خزيمة, أبو بكر محمد بن إسحاق",المكتب الإسلامي,بيروت,1971.0,404,الحديث,FSR_781
297.22/23,صحيح ابن خزيمة. الجزء الثاني,"ابن خزيمة, أبو بكر محمد بن إسحاق",المكتب الإسلامي,بيروت,1971.0,399,الحديث,FSR_782
297.22/24,صحيح ابن خزيمة. الجزء الثالث,"ابن خزيمة, أبو بكر محمد بن إسحاق",المكتب الإسلامي,بيروت,1975.0,383,الحديث,FSR_3070
297.22/25,صحيح ابن خزيمة. الجزء الرابع,"ابن خزيمة, أبو بكر محمد بن إسحاق",المكتب الإسلامي,بيروت,1979.0,363,الحديث,FSR_3071
930.1/13,المقدمة: تاريخ العلامة ابن خلدون. المجلد الأول,"ابن خلدون, عبد الرحمن",مكتبة المدرسة,بيروت,1968.0,1295,علم التاريخ,FSR_701
930.1/14,المقدمة: تاريخ العلامة ابن خلدون. المجلد التاني,"ابن خلدون, عبد الرحمن",دار الكتاب اللبناني,بيروت,1977.0,1304,علم التاريخ,FSR_702
930.1/15,المقدمة: تاريخ العلامة ابن خلدون. المجلد التالث,"ابن خلدون, عبد الرحمن",دار الكتاب اللبناني,بيروت,1977.0,1309,علم التاريخ,FSR_703
